gene_ID	match_ID	match_name	match_class	cluster_ID	exonic length (bp)	brain	spinal	kidney	heart	sk. muscle	main EO	Sachs' EO	Hunter's EO	sk. muscle (first rnd)	main EO (first rnd)	Sachs' EO (first rnd)
scaffold15781.g7	ENSDARG00000070391	zgc:163023	reciprocal	0.0	1968	1171.5	1631.1	1679.5	3648.6	2145.4	1040.7	1268.2	1008.4	81.7	33.0	44.5
scaffold1683.g4	ENSDARG00000078911	zgc:163098	reciprocal	0.0	3591	854.5	610.1	434.2	1173.8	1472.1	1438.1	1153.3	1215.3	68.5	89.3	70.6
scaffold2420.g6	ENSDARG00000074136	zgc:163136	synteny	0.0	3904	113.2	157.4	1334.2	243.9	119.5	138.7	150.8	128.9	3.9	3.0	2.4
scaffold9483.g2	ENSDARG00000076437	zgc:163143	reciprocal	0.0	1887	189.7	126.9	289.9	230.8	352.8	372.9	292.7	315.9	10.1	7.6	8.6
scaffold8929.g9	ENSDARG00000003081	zgc:165344	reciprocal	6.0	1767	2.7	118.2	0.0	0.5	61014.4	77.9	23.2	498.1	3833.9	95.5	1634.4
scaffold5915.g8	ENSDARG00000060092	zgc:165481	reciprocal	0.0	1849	312.5	79.3	24.0	3.6	17.4	26.3	33.3	44.3	0.0	1.4	0.4
C7679808.g1	ENSDARG00000075737	zgc:165518	reciprocal	0.0	256	31.0	152.3	31.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold16434.g3	ENSDARG00000027065	zgc:165543	reciprocal	3.0	5544	1734.8	1144.6	40.1	81.0	19.2	22.8	28.9	25.7	1.4	0.7	0.6
scaffold16578.g3	ENSDARG00000060682	zgc:165571	reciprocal	11.0	988	8.8	0.9	464.8	0.0	0.0	0.0	2.8	6.1	0.0	0.0	0.0
scaffold12758.g4	ENSDARG00000074825	zgc:171422	split	0.0	1782	118.5	57.3	54.4	137.7	110.6	72.6	99.5	75.4	4.8	0.0	0.9
scaffold12758.g5	ENSDARG00000074825	zgc:171422	reciprocal	0.0	2542	150.5	87.3	113.9	148.2	113.9	89.2	87.7	95.8	13.6	1.5	4.2
scaffold62.g4	ENSDARG00000062134	zgc:171453	reciprocal	0.0	1167	0.7	0.0	0.0	0.0	5.2	0.0	0.0	0.0	0.0	0.0	0.0
scaffold842.g1	ENSDARG00000077248	zgc:171459	reciprocal	0.0	1520	148.8	72.1	41.8	39.4	18.5	49.3	27.6	19.9	0.0	1.7	1.5
scaffold15452.g3	ENSDARG00000074415	zgc:171482	synteny	0.0	1339	64.6	1.4	48.2	32.0	246.4	63.0	48.1	43.8	16.4	1.9	13.2
scaffold4416.g3	ENSDARG00000052300	zgc:171489	reciprocal	0.0	2260	113.4	112.1	258.1	137.6	74.8	150.1	145.7	156.5	5.1	9.2	4.8
scaffold1296.g1	ENSDARG00000074219	zgc:171516	reciprocal	0.0	904	72.9	89.3	121.7	438.7	57.9	77.7	58.8	55.9	0.0	0.0	0.0
scaffold8564.g3	ENSDARG00000075107	zgc:171531	reciprocal	0.0	2732	32.5	0.0	0.0	0.3	0.0	0.3	0.0	0.0	0.0	0.0	0.0
scaffold14381.g8	ENSDARG00000094512	zgc:171544	reciprocal	3.0	4274	315.5	91.2	5.9	0.0	6.1	6.8	38.9	1.9	0.2	3.0	8.3
scaffold1223.g8	ENSDARG00000075924	zgc:171558	synteny	8.0	5332	943.9	885.1	7.2	94.2	113.6	20.4	31.0	20.8	1.1	0.2	0.3
scaffold2143.g17	ENSDARG00000071672	zgc:171566	reciprocal	2.0	1966	1008.8	769.6	2483.1	88.5	22.5	86.7	84.0	71.4	19.0	4.0	2.3
scaffold576.g6	ENSDARG00000039234	zgc:171579	reciprocal	0.0	2127	9.0	15.3	701.3	46.9	25.5	25.1	28.5	20.0	2.3	0.6	0.7
scaffold9738.g1	ENSDARG00000091739	zgc:171629	reciprocal	6.0	365	67.4	33.1	22.1	7.8	1647.8	698.2	787.3	1254.1	31.5	10.7	31.6
scaffold4717.g1	ENSDARG00000018048	zgc:171704	reciprocal	0.0	2456	509.0	774.8	237.9	103.4	109.8	116.7	130.3	144.4	5.1	7.4	4.1
scaffold970.g2	ENSDARG00000014657	zgc:171731	reciprocal	0.0	2300	39.3	28.3	670.9	56.6	15.7	53.8	49.5	42.6	0.4	0.0	0.7
scaffold219.g8	ENSDARG00000056244	zgc:171740	synteny	0.0	3639	318.4	281.4	347.8	246.2	226.6	397.0	358.7	319.9	8.2	10.7	10.1
scaffold3593.g1	ENSDARG00000088259	zgc:171759	reciprocal	0.0	929	12.8	14.0	11.9	8.2	2.2	9.1	9.0	5.4	0.0	0.0	3.3
scaffold8594.g9	ENSDARG00000058381	zgc:171775	reciprocal	0.0	1809	1.3	0.0	33.5	0.5	0.0	0.0	0.0	0.6	0.0	0.0	0.0
scaffold15394.g4	ENSDARG00000067813	zgc:171844	reciprocal	2.0	2347	116.3	21.4	18.1	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.0
scaffold22034.g2	ENSDARG00000067813	zgc:171844	secondary	3.0	2341	2584.1	2805.5	37.5	302.3	137.5	68.0	52.2	50.1	10.6	3.3	4.3
scaffold6630.g6	ENSDARG00000033056	zgc:171927	reciprocal	0.0	1613	331.1	197.4	454.3	293.6	618.5	473.4	465.6	402.2	13.1	12.1	4.8
scaffold908.g4	ENSDARG00000042054	zgc:171971	reciprocal	0.0	1414	653.3	370.9	845.8	452.7	842.2	858.0	774.0	807.5	44.0	48.7	39.1
scaffold1278.g4	ENSDARG00000023499	zgc:172007	reciprocal	0.0	2952	99.7	86.5	115.6	111.1	53.8	163.4	132.4	151.0	5.8	6.2	4.2
scaffold5154.g1	ENSDARG00000023499	zgc:172007	secondary	0.0	3539	200.9	131.4	176.0	172.0	118.8	318.7	234.1	204.4	8.4	12.1	8.0
scaffold2523.g5	ENSDARG00000069409	zgc:172049	reciprocal	0.0	2509	111.7	91.8	404.3	200.9	224.5	117.2	127.5	161.5	20.6	23.3	13.8
scaffold21335.g3	ENSDARG00000057687	zgc:172086	reciprocal	0.0	2666	65.8	58.8	9.8	3341.9	49.0	27.1	257.2	18.9	7.9	0.5	2.3
scaffold1358.g7	ENSDARG00000074236	zgc:172112	secondary	0.0	3492	135.7	151.5	21.1	323.6	92.2	71.6	76.1	89.7	4.9	3.0	3.7
scaffold13744.g5	ENSDARG00000074236	zgc:172112	reciprocal	0.0	2949	108.2	135.4	179.3	387.0	307.6	190.9	328.7	281.7	28.6	10.6	21.6
C7676888.g1	ENSDARG00000069199	zgc:172120	secondary	0.0	303	641.7	1305.1	1485.6	56.5	86.3	194.8	172.4	210.1	9.5	0.0	5.1
scaffold20614.g4	ENSDARG00000069199	zgc:172120	reciprocal	5.0	1169	4.8	75.4	0.0	25.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold25619.g4	ENSDARG00000034430	zgc:172121	reciprocal	0.0	1779	886.5	760.8	574.1	653.3	797.2	1291.8	948.7	903.7	35.5	59.1	48.4
scaffold1460.g5	ENSDARG00000003632	zgc:172270	reciprocal	7.0	2204	9.4	6.7	0.0	416.4	7756.8	3554.5	2809.6	3158.0	208.1	83.1	142.6
scaffold4284.g3	ENSDARG00000013240	zgc:172271	reciprocal	0.0	2874	110.5	225.1	42.5	192.6	123.9	197.9	281.5	257.7	5.0	3.6	2.9
scaffold3129.g4	ENSDARG00000075231	zgc:172282	reciprocal	0.0	6079	145.3	37.3	11.3	18.8	12.2	11.9	14.4	10.1	0.8	0.2	0.9
scaffold12643.g5	ENSDARG00000074221	zgc:172302	reciprocal	0.0	2958	59.0	100.4	35.1	175.5	117.6	147.3	272.5	238.1	1.6	0.0	0.5
scaffold8237.g3	ENSDARG00000053201	zgc:172323	reciprocal	0.0	1317	2.4	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.6
scaffold8539.g4	ENSDARG00000069190	zgc:172339	reciprocal	0.0	1195	21.3	12.4	8.4	7.2	10.1	3.9	4.7	3.4	0.0	0.0	0.6
scaffold12447.g7	ENSDARG00000070048	zgc:173548	reciprocal	0.0	1605	296.7	241.8	218.8	74.1	85.2	176.3	96.5	73.7	3.6	8.1	7.7
scaffold1995.g2	ENSDARG00000058260	zgc:174160	reciprocal	0.0	5144	157.8	88.6	127.9	190.1	243.2	136.6	177.9	191.5	0.6	0.8	0.6
scaffold5017.g3	ENSDARG00000057138	zgc:174164	reciprocal	0.0	3086	3.3	1.2	117.1	1.5	2.0	4.9	4.2	9.2	0.3	1.3	0.7
scaffold1941.g1	ENSDARG00000088263	zgc:174356	reciprocal	0.0	1967	0.0	0.5	0.0	6.3	1.0	0.0	0.5	0.0	0.5	2.0	2.0
scaffold23198.g1	ENSDARG00000077303	zgc:174863	reciprocal	0.0	2083	160.8	246.4	654.6	404.1	306.1	398.5	315.8	265.8	17.9	23.1	19.2
scaffold4287.g2	ENSDARG00000079278	zgc:174877	reciprocal	8.0	3206	612.2	374.1	2.8	41.2	31.4	61.1	56.2	65.9	0.9	1.6	0.2
scaffold3837.g17	ENSDARG00000077176	zgc:174888	reciprocal	0.0	3892	348.1	921.8	30.1	507.8	94.6	366.1	403.0	144.6	18.0	24.7	17.2
scaffold1593.g10	ENSDARG00000079416	zgc:174895	reciprocal	7.0	1613	180.1	2238.7	2430.9	3465.8	11751.2	16531.5	11238.7	8546.2	69.5	119.9	103.4
scaffold190.g1	ENSDARG00000073820	zgc:174917	reciprocal	0.0	1174	1.4	0.8	22.4	0.0	3.4	0.0	2.4	0.0	0.0	0.0	0.0
scaffold1278.g2	ENSDARG00000052086	zgc:174928	reciprocal	0.0	2530	134.9	53.2	85.8	68.8	30.2	205.5	135.3	53.5	12.9	8.7	9.4
scaffold6814.g6	ENSDARG00000079255	zgc:174935	reciprocal	0.0	1572	119.2	49.0	226.0	12.7	5.1	10.1	27.9	34.1	0.0	0.0	0.0
scaffold1655.g4	ENSDARG00000062057	zgc:174945	reciprocal	0.0	838	21.8	113.0	336.0	130.5	172.8	131.9	194.8	115.8	2.3	1.5	0.9
scaffold18865.g1	ENSDARG00000070939	zgc:175171	secondary	0.0	2764	1561.5	963.2	1402.2	1121.7	1076.4	1700.2	1456.9	1087.6	44.3	55.4	43.1
scaffold878.g1	ENSDARG00000070939	zgc:175171	reciprocal	0.0	1888	640.7	302.9	496.1	460.4	389.9	537.9	479.3	391.8	16.2	0.0	13.8
scaffold3215.g1	ENSDARG00000022891	zgc:175214	secondary	0.0	3004	386.8	278.1	29.9	531.2	1057.3	1631.4	1407.2	1404.0	108.7	89.0	81.4
scaffold674.g16	ENSDARG00000022891	zgc:175214	reciprocal	0.0	1267	686.6	627.2	878.6	337.0	760.5	648.5	558.2	623.7	49.9	47.1	54.0
scaffold26774.g1	ENSDARG00000073798	zgc:175222	reciprocal	0.0	6763	858.9	885.9	196.4	1491.3	626.1	811.1	750.3	690.3	29.3	32.8	35.0
scaffold13269.g5	ENSDARG00000078579	zgc:175280	reciprocal	11.0	2036	0.0	0.0	760.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold15885.g1	ENSDARG00000078579	zgc:175280	secondary	0.0	392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold3926.g13	ENSDARG00000078579	zgc:175280	secondary	9.0	5228	40.2	5.9	29.3	0.5	69.3	306.1	228.1	314.3	13.6	48.2	17.8
scaffold13549.g3	ENSDARG00000060390	zgc:175288	reciprocal	0.0	3915	135.0	165.3	659.4	498.5	634.5	1043.4	722.6	736.4	30.1	33.8	34.7
scaffold15781.g4	ENSDARG00000053364	zgc:193504	reciprocal	0.0	2605	21.3	6.4	15.1	75.6	20.1	11.9	19.7	16.3	0.0	0.5	0.0
scaffold9896.g2	ENSDARG00000075614	zgc:193682	reciprocal	0.0	1029	1857.3	4484.4	1278.0	49.9	1157.3	1106.2	778.9	1000.7	32.6	17.7	20.9
scaffold8294.g18	ENSDARG00000044325	zgc:193690	synteny	0.0	1817	283.0	401.0	35.0	127.2	8.9	35.6	40.6	32.3	1.1	0.0	0.4
scaffold25923.g1	ENSDARG00000075575	zgc:193711	reciprocal	11.0	537	25.1	6.9	2336.2	62.0	183.6	7.0	3.5	11.3	5.3	0.0	5.7
scaffold4873.g2	ENSDARG00000076552	zgc:193801	reciprocal	0.0	3046	124.8	90.5	249.2	122.7	311.7	130.4	164.8	175.8	13.5	8.5	6.8
scaffold1839.g13	ENSDARG00000076745	zgc:193811	reciprocal	2.0	1571	89.4	79.8	165.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold4839.g1	ENSDARG00000076828	zgc:194101	reciprocal	0.0	987	210.7	556.8	5858.3	1300.8	915.1	910.3	1024.7	740.2	12.6	5.3	3.9
scaffold1066.g15	ENSDARG00000035632	zgc:194112	reciprocal	11.0	1095	23.2	2.5	4882.3	7.8	14.7	0.9	2.6	51.7	0.0	0.0	0.0
scaffold4311.g12	ENSDARG00000035632	zgc:194112	manual	11.0	837	71.1	112.0	6002.6	27.3	52.9	19.0	7.8	124.3	0.0	0.0	0.0
scaffold6412.g1	ENSDARG00000020866	zgc:194131	reciprocal	0.0	977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold2416.g8	ENSDARG00000008010	zgc:194189	reciprocal	0.0	1828	5.6	2.0	56.3	0.0	0.0	0.0	1.0	5.5	0.0	0.0	0.0
scaffold20695.g1	ENSDARG00000035340	zgc:194261	reciprocal	4.0	2329	911.6	3504.3	1.7	0.8	1.7	0.0	0.0	0.0	0.8	0.0	0.0
scaffold8461.g3	ENSDARG00000035340	zgc:194261	secondary	12.0	1131	209.8	8.2	32.1	58.0	3.6	1.7	3.3	0.0	0.8	1.1	0.7
scaffold18381.g1	ENSDARG00000074014	zgc:194275	reciprocal	0.0	2263	29.5	58.7	3122.4	121.5	32.9	74.5	96.1	57.2	2.1	0.6	1.4
scaffold18636.g11	ENSDARG00000054321	zgc:194470	reciprocal	0.0	1745	31.4	82.5	12.1	46.9	26.5	14.5	9.1	7.5	1.1	1.5	2.6
scaffold8955.g9	ENSDARG00000074696	zgc:194621	reciprocal	2.0	676	105.7	125.0	68.7	0.0	0.0	1.4	9.7	3.0	0.0	0.0	0.0
scaffold2347.g3	ENSDARG00000073723	zgc:194679	reciprocal	0.0	1698	16.8	44.3	159.3	68.9	62.8	90.5	83.0	88.7	7.3	1.5	2.3
scaffold168.g7	ENSDARG00000078550	zgc:194839	secondary	11.0	1056	0.0	0.0	126.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
scaffold3014.g7	ENSDARG00000078550	zgc:194839	reciprocal	0.0	1666	1.4	1.1	28.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold14885.g3	ENSDARG00000076672	zgc:194887	reciprocal	0.0	1172	6.8	0.8	16.4	92.5	20.6	8.0	8.0	8.6	4.9	1.1	0.0
scaffold11070.g1	ENSDARG00000079697	zgc:194908	reciprocal	12.0	804	150.0	63.5	12.5	9.5	20.0	1.2	2.3	1.3	1.2	0.0	0.0
scaffold2095.g3	ENSDARG00000079584	zgc:194930	reciprocal	11.0	3179	18.0	12.8	316.5	0.3	6.3	1.5	2.1	1.0	0.0	0.0	0.0
scaffold1918.g2	ENSDARG00000069407	zgc:194990	reciprocal	2.0	1811	35.5	18.5	20.1	0.5	2.2	0.5	0.5	0.0	1.1	0.0	0.4
scaffold19562.g2	ENSDARG00000070484	zgc:195001	reciprocal	0.0	1640	48.9	310.2	8.6	2.3	509.0	4.0	1.7	27.7	13.4	7.1	35.1
scaffold13590.g3	ENSDARG00000069769	zgc:195136	synteny	0.0	1152	46.2	117.6	659.7	68.5	165.9	56.1	69.7	45.6	3.3	5.6	2.0
scaffold6379.g1	ENSDARG00000069311	zgc:195175	secondary	0.0	1171	93.5	255.3	1537.6	183.6	328.1	263.2	255.8	165.7	11.4	11.1	3.3
scaffold6379.g2	ENSDARG00000069311	zgc:195175	reciprocal	0.0	1166	32.0	66.9	406.0	199.0	162.2	150.3	106.4	123.9	10.7	2.2	4.0
scaffold20733.g4	ENSDARG00000077637	zgc:195265	reciprocal	11.0	1326	74.8	11.9	1021.4	2.9	0.0	0.7	0.0	9.1	0.0	0.0	0.0
scaffold4246.g5	ENSDARG00000076483	zgc:198241	reciprocal	0.0	2106	572.1	1114.3	9912.0	1244.1	3500.6	1209.1	1201.9	1323.3	42.7	54.2	44.2
scaffold17153.g1	ENSDARG00000076981	zgc:198329	reciprocal	0.0	3478	29.0	25.6	40.6	50.9	57.3	46.1	31.7	43.3	1.9	0.4	0.4
scaffold12670.g5	ENSDARG00000003017	zgc:55512	reciprocal	0.0	1153	3330.2	7116.3	3954.8	6752.2	10619.5	5304.3	4917.4	5481.0	335.5	364.8	313.3
scaffold18695.g6	ENSDARG00000003017	zgc:55512	manual	0.0	1397	1086.3	1456.5	462.4	1164.8	1475.9	8690.7	5474.4	4852.0	178.2	715.5	375.7
scaffold7052.g10	ENSDARG00000010782	zgc:55621	reciprocal	0.0	1229	0.6	5.3	113.3	2.3	3.3	13.7	7.6	0.8	1.6	6.3	3.8
scaffold8836.g5	ENSDARG00000022579	zgc:55733	reciprocal	0.0	5221	381.7	443.8	119.1	309.1	272.4	225.4	123.7	122.3	23.7	5.5	14.9
scaffold1988.g5	ENSDARG00000027183	zgc:55764	reciprocal	0.0	3406	306.0	206.3	766.3	361.3	407.5	1113.2	1111.9	1249.3	13.5	32.0	48.5
scaffold2094.g14	ENSDARG00000010332	zgc:56231	reciprocal	0.0	2517	16.1	3.7	22.1	4.2	8.0	7.4	7.8	8.8	1.1	0.0	0.3
scaffold4612.g5	ENSDARG00000031435	zgc:56493	reciprocal	0.0	617	2693.6	5554.7	8026.7	3038.1	2269.1	2581.3	2106.4	2309.2	38.8	82.1	82.2
scaffold8218.g3	ENSDARG00000045352	zgc:56530	secondary	0.0	898	408.3	638.8	12478.7	693.7	1243.2	1642.1	1307.0	1690.1	155.7	57.8	53.9
scaffold8697.g9	ENSDARG00000045352	zgc:56530	reciprocal	0.0	898	4272.4	4844.0	11542.5	1322.8	7674.3	6492.4	5748.6	4737.3	244.2	1611.9	716.3
scaffold13970.g1	ENSDARG00000026236	zgc:56585	reciprocal	0.0	1196	96.2	318.2	6272.5	222.7	1101.6	839.7	1096.0	984.3	51.2	47.8	30.8
scaffold4391.g16	ENSDARG00000031014	zgc:56622	reciprocal	0.0	1359	53.7	51.9	1056.1	42.0	40.0	49.6	57.0	48.3	2.1	8.6	3.4
scaffold534.g6	ENSDARG00000015849	zgc:56628	reciprocal	0.0	1615	494.4	578.8	713.7	313.9	1145.9	4809.1	3168.1	2509.6	74.1	79.6	72.3
scaffold5447.g6	ENSDARG00000007818	zgc:63523	reciprocal	0.0	2507	1883.7	698.3	79.7	2459.0	524.8	1498.9	994.0	808.1	77.2	55.9	60.1
scaffold1177.g11	ENSDARG00000087262	zgc:63568	reciprocal	0.0	2608	337.2	700.5	575.5	869.7	1929.8	458.7	577.0	676.1	27.5	23.4	19.7
scaffold4638.g12	ENSDARG00000017140	zgc:63587	synteny	3.0	1732	1973.6	1928.4	0.0	4.4	11.6	6.5	9.7	13.4	2.2	1.5	0.9
scaffold1301.g14	ENSDARG00000029446	zgc:63614	reciprocal	2.0	2137	205.8	60.4	37.8	0.4	0.9	5.3	6.5	1.9	0.0	0.0	0.0
scaffold3826.g5	ENSDARG00000029885	zgc:63637	reciprocal	0.0	2560	2258.9	1769.5	675.7	408.3	299.4	525.9	490.2	504.4	12.7	22.3	12.9
scaffold8133.g2	ENSDARG00000012381	zgc:63663	reciprocal	7.0	3431	226.0	812.5	193.6	4580.3	12575.8	22633.8	17111.1	16185.4	1185.3	531.2	1117.5
scaffold4853.g1	ENSDARG00000067947	zgc:63779	reciprocal	0.0	1984	819.7	779.5	1954.9	1383.4	6350.9	2978.7	2920.3	3285.1	175.7	178.6	163.8
scaffold2358.g8	ENSDARG00000039194	zgc:63863	reciprocal	0.0	3985	80.5	62.7	148.2	148.4	172.6	126.5	110.0	140.5	1.4	5.2	4.0
scaffold26290.g2	ENSDARG00000054288	zgc:63972	reciprocal	12.0	2285	489.7	305.1	985.0	173.1	7.9	12.7	20.8	4.9	8.0	0.6	1.7
scaffold3062.g3	ENSDARG00000086998	zgc:64002	secondary	11.0	908	6.1	0.0	261.2	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold3123.g4	ENSDARG00000086998	zgc:64002	reciprocal	0.0	2177	157.5	152.7	687.1	249.9	147.8	606.4	406.7	392.7	11.0	25.0	16.2
scaffold22406.g5	ENSDARG00000070705	zgc:64022	reciprocal	2.0	1397	51.1	64.5	723.9	0.7	0.0	1.3	3.3	1.4	0.0	0.0	0.0
scaffold23788.g3	ENSDARG00000009133	zgc:64042	reciprocal	11.0	3818	5.4	0.0	59.5	1.5	0.0	0.0	0.5	5.8	0.0	0.0	0.0
scaffold11842.g5	ENSDARG00000025757	zgc:64085	reciprocal	0.0	2311	323.2	105.6	1680.5	21.4	61.8	21.5	43.6	80.9	7.0	2.2	5.7
scaffold4539.g14	ENSDARG00000011371	zgc:64106	reciprocal	0.0	1708	12.1	58.2	499.3	4.5	11.8	11.5	15.3	9.5	0.0	0.8	0.0
C7682588.g1	ENSDARG00000036588	zgc:64115	reciprocal	0.0	473	4599.3	5548.1	5916.9	7978.4	3640.3	11070.2	8972.9	7677.9	151.8	13.7	157.6
scaffold1444.g3	ENSDARG00000036588	zgc:64115	secondary	0.0	484	91.8	90.1	175.2	39.3	103.9	127.7	108.0	119.0	5.9	5.4	12.7
scaffold1444.g5	ENSDARG00000036588	zgc:64115	secondary	0.0	2904	256.4	232.1	595.0	309.5	72.0	342.6	251.9	167.0	16.5	15.6	15.9
scaffold1955.g1	ENSDARG00000036588	zgc:64115	split_scaff	0.0	1424	0.6	1.3	83.6	0.0	2.8	0.0	1.3	0.0	0.7	37.4	28.1
scaffold7415.g1	ENSDARG00000036588	zgc:64115	secondary	0.0	1446	1494.6	2601.2	10795.5	4454.0	3308.0	3738.4	3945.5	3445.8	221.8	114.9	147.7
scaffold5173.g5	ENSDARG00000086411	zgc:65772	reciprocal	0.0	2373	882.3	646.6	2787.9	850.1	3329.7	1197.1	1550.7	1600.2	52.1	67.8	42.4
scaffold17588.g2	ENSDARG00000012281	zgc:65851	reciprocal	4.0	4824	3098.3	20481.3	101.3	3.5	4.6	3.9	3.1	4.4	0.8	1.1	0.5
scaffold10704.g1	ENSDARG00000038043	zgc:66014	split_scaff	0.0	4244	190.6	100.4	104.6	129.8	568.3	194.7	296.3	261.2	8.3	2.1	6.0
scaffold26217.g1	ENSDARG00000038043	zgc:66014	split_scaff	0.0	176	216.5	195.2	23.0	151.3	868.6	186.3	196.1	304.3	32.6	0.0	13.1
scaffold6256.g1	ENSDARG00000038043	zgc:66014	reciprocal	0.0	2502	524.7	303.5	183.1	376.3	1705.2	548.2	792.4	824.3	32.9	6.2	18.7
C7665394.g1	ENSDARG00000053207	zgc:66156	split_scaff	1.0	166	0.0	5.6	0.0	0.0	16177.1	0.0	39.3	188.7	15920.4	258.1	5860.9
scaffold23620.g1	ENSDARG00000053207	zgc:66156	reciprocal	1.0	461	0.0	0.0	0.0	0.0	5881.9	0.0	10.1	15.3	5487.6	140.8	1842.1
scaffold9546.g16	ENSDARG00000095464	zgc:66350	reciprocal	0.0	1109	516.7	1203.7	1295.0	382.5	562.3	1531.6	1259.4	1188.2	26.8	91.3	60.3
C7769352.g1	ENSDARG00000079274	zgc:66382	reciprocal	0.0	487	8.2	0.0	0.0	3.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold20830.g1	ENSDARG00000023303	zgc:66427	reciprocal	0.0	3935	544.0	459.1	830.5	707.2	507.6	701.2	633.1	716.2	26.0	20.5	23.4
scaffold2610.g7	ENSDARG00000071697	zgc:66433	reciprocal	0.0	4933	172.3	272.9	260.2	1532.5	155.4	309.4	190.5	145.4	18.4	12.1	11.1
scaffold402.g33	ENSDARG00000057707	zgc:66443	reciprocal	0.0	2254	190.1	272.6	206.0	323.6	249.9	602.3	593.2	584.6	14.4	36.9	24.2
scaffold190.g6	ENSDARG00000025577	zgc:66447	reciprocal	0.0	5283	248.5	152.7	309.5	203.2	220.5	151.6	164.2	194.9	7.4	7.4	5.1
scaffold4358.g23	ENSDARG00000022952	zgc:66448	reciprocal	0.0	5206	75.6	28.4	42.8	52.1	24.0	38.5	19.5	15.7	1.7	0.5	2.2
scaffold2702.g13	ENSDARG00000026011	zgc:66450	reciprocal	0.0	1189	50.1	128.0	135.0	128.0	181.0	120.6	149.9	198.9	4.0	1.1	4.5
scaffold933.g2	ENSDARG00000052375	zgc:66455	reciprocal	0.0	2308	9.6	2.0	29.3	0.8	14.8	11.8	17.0	19.7	0.4	0.0	0.0
scaffold22205.g3	ENSDARG00000075916	zgc:66472	reciprocal	0.0	2783	185.4	79.1	21.8	132.9	44.1	143.1	64.4	39.2	2.1	0.0	3.0
scaffold1617.g3	ENSDARG00000030478	zgc:66484	secondary	0.0	1156	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold1617.g4	ENSDARG00000030478	zgc:66484	reciprocal	0.0	2236	80.9	122.5	124.6	102.9	193.4	165.5	141.0	151.8	3.4	4.1	3.8
scaffold5606.g2	ENSDARG00000009040	zgc:73324	reciprocal	0.0	1547	57.5	37.8	507.6	25.2	23.4	35.1	35.6	43.1	5.0	0.8	3.5
scaffold217.g2	ENSDARG00000020145	zgc:73340	reciprocal	0.0	3332	806.8	548.3	302.9	311.4	727.5	258.4	345.8	414.9	21.6	18.3	11.5
C7729230.g1	ENSDARG00000029615	zgc:77056	reciprocal	0.0	268	1196.4	644.3	376.6	319.4	683.0	1213.1	511.8	527.9	32.2	48.4	51.6
scaffold2961.g2	ENSDARG00000014015	zgc:77086	reciprocal	0.0	3511	221.1	334.2	165.6	254.1	190.2	456.8	424.1	377.3	12.5	53.6	31.1
scaffold2032.g7	ENSDARG00000015657	zgc:77112	secondary	0.0	1006	22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold3656.g2	ENSDARG00000015657	zgc:77112	reciprocal	0.0	1629	28.3	29.1	560.1	47.3	13.6	27.0	18.9	28.5	2.9	0.8	0.5
scaffold2768.g2	ENSDARG00000054307	zgc:77151	reciprocal	0.0	4265	30.1	18.3	183.4	86.1	98.1	43.7	73.7	67.8	2.9	2.1	1.1
scaffold5424.g16	ENSDARG00000044545	zgc:77262	reciprocal	0.0	4415	230.5	156.2	270.2	294.3	230.1	222.0	184.7	162.3	3.3	5.3	5.7
scaffold5111.g19	ENSDARG00000004282	zgc:77375	reciprocal	0.0	3104	164.4	161.8	1136.7	94.4	94.0	96.0	113.3	105.2	3.4	2.9	2.2
scaffold13153.g1	ENSDARG00000034077	zgc:77391	reciprocal	0.0	4643	306.3	458.8	761.9	1460.1	552.4	799.9	852.0	697.1	29.3	7.8	21.2
scaffold18760.g3	ENSDARG00000006758	zgc:77415	split_scaff	0.0	801	647.0	419.5	197.8	172.2	389.3	251.5	216.7	304.0	9.6	6.5	7.7
scaffold26276.g1	ENSDARG00000006758	zgc:77415	reciprocal	0.0	1383	1792.8	1299.5	281.0	588.0	1144.7	758.0	737.4	790.6	15.2	5.6	14.4
scaffold3308.g2	ENSDARG00000039211	zgc:77439	split	0.0	954	311.1	786.2	1151.0	1527.3	2825.4	459.6	573.1	583.6	90.3	17.7	59.6
scaffold3308.g3	ENSDARG00000039211	zgc:77439	reciprocal	0.0	1059	559.8	1289.4	1563.9	2155.4	3907.2	696.2	824.6	844.5	208.9	58.8	88.5
